candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,REPUBLICAN/CONSERVATIVE,CONSERVATIVE POLICY ORGANIZATION,IDEOLOGY/SINGLE ISSUE,31,"$6,331"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,HARDWARE & BUILDING MATERIALS STORES,RETAIL SALES,GENERAL BUSINESS,38,"$6,305"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,"PAPER, GLASS & PACKAGING MATERIALS",MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,17,"$6,290"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,BUILDERS ASSOCIATIONS,GENERAL CONTRACTORS,CONSTRUCTION,3,"$6,250"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,ACCIDENT & HEALTH INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",37,"$6,225"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,PHYSICAL FITNESS CENTERS,MISCELLANEOUS SERVICES,GENERAL BUSINESS,50,"$6,153"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,DATA PROCESSING & COMPUTER SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,25,"$6,119"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,HOUSEHOLD APPLIANCES,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,30,"$6,108"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,CREDIT REPORTING SERVICES & COLLECTION AGENCIES,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",5,"$6,050"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,DRUG STORES,RETAIL SALES,GENERAL BUSINESS,79,"$5,980"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,OTHER CONSTRUCTION-RELATED PRODUCTS,BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,7,"$5,968"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,ELECTRICAL CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,9,"$5,950"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,GAY & LESBIAN RIGHTS AND ISSUES,GAY/LESBIAN RIGHTS & ISSUES,IDEOLOGY/SINGLE ISSUE,20,"$5,927"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,MORTGAGE BANKERS & BROKERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",41,"$5,910"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,LANDSCAPING & EXCAVATION SERVICES,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,6,"$5,900"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,TEACHERS UNIONS,PUBLIC SECTOR UNIONS,LABOR,48,"$5,876"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,COMMERCIAL PRINTING & TYPESETTING,PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,14,"$5,800"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,MILITARY,MILITARY,GOVERNMENT AGENCIES/EDUCATION/OTHER,11,"$5,800"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,SERVICES,MISCELLANEOUS SERVICES,GENERAL BUSINESS,30,"$5,610"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,HMOS,HEALTH SERVICES,HEALTH,60,"$5,539"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,STEEL MANUFACTURING,STEEL,ENERGY & NATURAL RESOURCES,18,"$5,505"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,RESORTS,LODGING & TOURISM,GENERAL BUSINESS,5,"$5,415"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,AGRICULTURAL SERVICES & RELATED INDUSTRIES,AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,2,"$5,400"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,3,"$5,400"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,HARDWARE & TOOLS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,4,"$5,400"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,PRECISION INSTRUMENTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,4,"$5,400"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,MEDICAL SUPPLIES MANUFACTURING & SALES,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,28,"$5,340"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,BANKS & LENDING INSTITUTIONS,BANKS & LENDING INSTITUTIONS,"FINANCE, INSURANCE & REAL ESTATE",16,"$5,318"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,PACS OPERATED BY REPUBLICAN STATE POLITICIANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,2,"$5,250"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,INDEPENDENT OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,38,"$5,247"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,BIOTECH PRODUCTS & RESEARCH,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,2,"$5,200"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,WINE & DISTILLED SPIRITS MANUFACTURING,"BEER, WINE & LIQUOR",GENERAL BUSINESS,4,"$5,140"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,NATIVE AMERICAN TRIBES & GOVERNING UNITS,TRIBAL GOVERNMENTS,GOVERNMENT AGENCIES/EDUCATION/OTHER,2,"$5,100"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,"VEGETABLES, FRUITS & TREE NUTS",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,4,"$5,000"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,FREIGHT & DELIVERY SERVICES,MISCELLANEOUS TRANSPORT,TRANSPORTATION,1,"$5,000"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,LODGING & TOURISM,LODGING & TOURISM,GENERAL BUSINESS,1,"$5,000"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,CONSTRUCTION & PUBLIC WORKS,GENERAL CONTRACTORS,CONSTRUCTION,14,"$4,983"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,CREDIT REPORTING SERVICES & COLLECTION AGENCIES,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",32,"$4,603"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,HOUSEHOLD & OFFICE PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,7,"$4,550"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,EXPRESS DELIVERY SERVICES,AIR TRANSPORT,TRANSPORTATION,82,"$4,533"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,BEER,"BEER, WINE & LIQUOR",GENERAL BUSINESS,20,"$4,415"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,"RECYCLING OF METAL, PAPER, PLASTICS, ETC.",MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,11,"$4,311"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,WATER UTILITIES,WATER UTILITIES,ENERGY & NATURAL RESOURCES,32,"$4,307"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,PERSONAL PRODUCTS MANUFACTURING,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,19,"$4,266"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,SPORTING GOODS SALES & MANUFACTURING,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,9,"$4,250"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,EMPLOYMENT AGENCIES,BUSINESS SERVICES,GENERAL BUSINESS,25,"$4,191"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,VETERINARIANS,AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,9,"$4,098"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,AIR TRANSPORT UNIONS,TRANSPORTATION UNIONS,LABOR,2,"$4,000"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,CLOTHING & ACCESSORIES,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,3,"$3,950"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,"ENVIRONMENTAL SERVICES, EQUIPMENT & CONSULTING",ENVIRONMENTAL SERVICES & EQUIPMENT,ENERGY & NATURAL RESOURCES,13,"$3,875"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,HEALTH CARE PRODUCTS,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,24,"$3,850"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,"OTHER REAL ESTATE SERVICES, APPRAISALS",REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",27,"$3,827"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,HOUSEHOLD & OFFICE PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,17,"$3,825"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,RESORTS,LODGING & TOURISM,GENERAL BUSINESS,4,"$3,800"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,EMPLOYER LISTED BUT CATEGORY UNKNOWN,EMPLOYER LISTED/CATEGORY UNKNOWN,UNCODED,22,"$3,769"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,TITLE INSURANCE & TITLE ABSTRACT OFFICES,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",12,"$3,750"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,COMMUNICATIONS & ELECTRONICS,MISCELLANEOUS COMMUNICATIONS & ELECTRONICS,COMMUNICATIONS & ELECTRONICS,4,"$3,700"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,OUTDOOR ADVERTISING SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,2,"$3,700"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,MEDICAL SCHOOLS,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,20,"$3,650"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,GREETING CARD PUBLISHING,PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,11,"$3,631"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,CHAMBERS OF COMMERCE,BUSINESS ASSOCIATIONS,GENERAL BUSINESS,2,"$3,500"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,AIR TRANSPORT,AIR TRANSPORT,TRANSPORTATION,2,"$3,500"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,PLASTICS & RUBBER PROCESSING AND PRODUCTS,CHEMICAL & RELATED MANUFACTURING,GENERAL BUSINESS,4,"$3,500"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,TRAVEL AGENTS,LODGING & TOURISM,GENERAL BUSINESS,40,"$3,378"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,AUTO REPAIR,AUTOMOTIVE,TRANSPORTATION,36,"$3,350"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,FARMERS/RANCHERS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,AGRICULTURE,18,"$3,250"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,OTHER FINANCIAL SERVICES,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",14,"$3,185"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,NURSES,HEALTH PROFESSIONALS,HEALTH,24,"$3,183"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,PRIVATE PRISONS & CORRECTIONS FACILITIES,MISCELLANEOUS BUSINESS,GENERAL BUSINESS,24,"$3,181"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,JEWELRY,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,38,"$3,150"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,COURTS & JUSTICE SYSTEM,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,8,"$3,150"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,ELECTRICAL WORKERS/IBEW,GENERAL TRADE UNIONS,LABOR,6,"$3,150"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,HUNTING & WILDLIFE,HUNTING,ENERGY & NATURAL RESOURCES,23,"$3,132"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,BIOTECH PRODUCTS & RESEARCH,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,43,"$3,120"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,HEALTH CARE PRODUCTS,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,15,"$3,100"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,NURSING HOMES,HOSPITALS & NURSING HOMES,HEALTH,11,"$3,095"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,"PUBLIC SCHOOL TEACHERS, ADMINISTRATORS & OFFICIALS",EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,49,"$3,087"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,TITLE INSURANCE & TITLE ABSTRACT OFFICES,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",17,"$3,050"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,DEFENSE-RELATED SERVICES,MISCELLANEOUS DEFENSE,DEFENSE,7,"$3,025"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,SMALL ARMS & AMMUNITION,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,4,"$3,000"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,PAYDAY/TITLE LOANS,PAYDAY/TITLE LOANS,"FINANCE, INSURANCE & REAL ESTATE",10,"$3,000"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,HEAVY INDUSTRIAL MANUFACTURING,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,3,"$3,000"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,CAR & TRUCK RENTAL AGENCIES,AUTOMOTIVE,TRANSPORTATION,6,"$3,000"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,TELEPHONE UTILITIES,TELEPHONE UTILITIES,COMMUNICATIONS & ELECTRONICS,11,"$2,955"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,FARMERS/RANCHERS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,AGRICULTURE,3,"$2,950"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,FURNITURE & WOOD PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,9,"$2,925"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,CREDIT UNIONS,CREDIT UNIONS,"FINANCE, INSURANCE & REAL ESTATE",41,"$2,903"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,AGRICULTURAL CHEMICALS (FERTILIZERS & PESTICIDES),AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,8,"$2,875"
"CRUZ, RAFAEL EDWARD (TED)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,INCUMBENT,SATELLITE TV OPERATORS,CABLE TV,COMMUNICATIONS & ELECTRONICS,7,"$2,850"
"OROURKE, ROBERT (BETO)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,TX,2018,STANDARD,US SENATE DISTRICT TX SW-CLASS I,CHALLENGER,MOVIE THEATERS,MOVIE THEATERS,COMMUNICATIONS & ELECTRONICS,35,"$2,807"
