candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,COMMERCIAL TELEVISION & RADIO STATIONS,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,142,"$37,369"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,DEFENSE ELECTRONIC CONTRACTORS,DEFENSE ELECTRONICS,DEFENSE,276,"$37,291"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,CONSTRUCTION & PUBLIC WORKS,GENERAL CONTRACTORS,CONSTRUCTION,65,"$37,262"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,POLITICAL CONSULTANTS & ADVISERS,BUSINESS SERVICES,GENERAL BUSINESS,25,"$37,127"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,SOCIAL MEDIA,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,167,"$37,095"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,TELEVISION PRODUCTION,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,67,"$37,081"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,PACS OPERATED BY REPUBLICAN STATE POLITICIANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,9,"$37,000"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,SEA TRANSPORT,SEA TRANSPORT,TRANSPORTATION,34,"$36,950"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,AUTO MANUFACTURERS,AUTOMOTIVE,TRANSPORTATION,242,"$36,656"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,REAL ESTATE,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",815,"$36,585"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,MEAT PROCESSING & PRODUCTS,FOOD PROCESSING & SALES,AGRICULTURE,24,"$36,500"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,ANIMAL FEED & HEALTH PRODUCTS,AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,26,"$36,162"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,CAR & TRUCK RENTAL AGENCIES,AUTOMOTIVE,TRANSPORTATION,63,"$36,010"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,PRO-ISRAEL,FOREIGN & DEFENSE POLICY,IDEOLOGY/SINGLE ISSUE,11,"$35,750"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,RESTAURANTS & DRINKING ESTABLISHMENTS,FOOD & BEVERAGE,GENERAL BUSINESS,128,"$35,525"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,FINANCIAL SERVICES & CONSULTING,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",153,"$35,513"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,PEST CONTROL,MISCELLANEOUS SERVICES,GENERAL BUSINESS,40,"$35,500"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,"INSURANCE COMPANIES, GENERAL",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",188,"$35,399"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,PRIVATE PRISONS & CORRECTIONS FACILITIES,MISCELLANEOUS BUSINESS,GENERAL BUSINESS,52,"$35,337"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,STEEL MANUFACTURING,STEEL,ENERGY & NATURAL RESOURCES,126,"$35,218"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,"FARMERS, IN GENERAL",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,126,"$35,006"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,BIOTECH PRODUCTS & RESEARCH,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,148,"$34,910"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,FARM BUREAU/AFFILIATED ORGANIZATIONS & PACS,FARM BUREAU,AGRICULTURE,22,"$34,900"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,NONPROFIT FOUNDATIONS,NONPROFIT INSTITUTIONS,GOVERNMENT AGENCIES/EDUCATION/OTHER,35,"$34,853"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,BEVERAGES (NON-ALCOHOLIC),FOOD & BEVERAGE,GENERAL BUSINESS,64,"$34,717"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"COTTON GROWERS, COTTON GINNERS",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,21,"$34,700"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,ELECTRICAL CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,77,"$34,633"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,MEDICAL SUPPLIES MANUFACTURING & SALES,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,158,"$34,531"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,BEVERAGES (NON-ALCOHOLIC),FOOD & BEVERAGE,GENERAL BUSINESS,153,"$34,461"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,CONSTRUCTION & PUBLIC WORKS,GENERAL CONTRACTORS,CONSTRUCTION,48,"$33,949"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,TELEVISION PRODUCTION,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,37,"$33,879"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,"BOOK, NEWSPAPER & PERIODICAL PUBLISHING",PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,63,"$33,642"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,ENERGY PRODUCTION & DISTRIBUTION,MISCELLANEOUS ENERGY,ENERGY & NATURAL RESOURCES,132,"$33,452"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,GUN RIGHTS,GUN CONTROL,IDEOLOGY/SINGLE ISSUE,8,"$33,350"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,AUTO MANUFACTURERS,AUTOMOTIVE,TRANSPORTATION,173,"$33,237"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"RECYCLING OF METAL, PAPER, PLASTICS, ETC.",MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,82,"$33,191"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,COAL MINING,MINING,ENERGY & NATURAL RESOURCES,34,"$33,143"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,OTHER FINANCIAL SERVICES,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",39,"$33,083"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,"INSURANCE AGENCIES, BROKERS & AGENTS",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",282,"$32,932"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,PAYMENT PROCESSORS,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",110,"$32,403"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,MEDICAL SUPPLIES MANUFACTURING & SALES,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,108,"$32,367"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,AGRICULTURAL CHEMICALS (FERTILIZERS & PESTICIDES),AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,31,"$32,098"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,"TIMBER COMPANIES, SAWMILLS, & OTHERS ENGAGED IN CUTTING DOWN TREES",FORESTRY & FOREST PRODUCTS,AGRICULTURE,43,"$32,077"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,AUTO MANUFACTURERS,AUTOMOTIVE,TRANSPORTATION,270,"$31,973"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,BUSINESS SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,83,"$31,912"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,TAXICABS,MISCELLANEOUS TRANSPORT,TRANSPORTATION,221,"$31,836"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,TRUCKING,TRUCKING,TRANSPORTATION,68,"$31,773"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,AGRICULTURAL SERVICES & RELATED INDUSTRIES,AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,40,"$31,553"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,STEEL MANUFACTURING,STEEL,ENERGY & NATURAL RESOURCES,145,"$31,544"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,"AUTO DEALERS, NEW & USED",AUTOMOTIVE,TRANSPORTATION,65,"$31,407"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,HARDWARE & BUILDING MATERIALS STORES,RETAIL SALES,GENERAL BUSINESS,279,"$31,116"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,LAW SCHOOLS,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,103,"$31,115"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,HOUSEHOLD & OFFICE PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,24,"$31,015"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,BEVERAGES (NON-ALCOHOLIC),FOOD & BEVERAGE,GENERAL BUSINESS,139,"$30,821"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,ELECTRICAL CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,75,"$30,743"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,RECORDED MUSIC & MUSIC PRODUCTION,RECORDED MUSIC PRODUCTION,COMMUNICATIONS & ELECTRONICS,86,"$30,545"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,BUSINESS SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,77,"$30,461"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,PAPER & PULP MILLS AND PAPER MANUFACTURING,FORESTRY & FOREST PRODUCTS,AGRICULTURE,69,"$30,243"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,REPUBLICAN JOINT CANDIDATE COMMITTEES,JOINT CANDIDATE COMMITTEE,CANDIDATE CONTRIBUTIONS,5,"$30,141"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,BIOTECH PRODUCTS & RESEARCH,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,26,"$30,085"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,NATURAL GAS TRANSMISSION & DISTRIBUTION,OIL & GAS,ENERGY & NATURAL RESOURCES,35,"$30,015"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,PAGING & CELLULAR PHONES AND SERVICES,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,254,"$29,999"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,MAJOR (MULTINATIONAL) OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,222,"$29,993"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,"INSURANCE AGENCIES, BROKERS & AGENTS",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",219,"$29,875"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"PAINTS, SOLVENTS & COATINGS",CHEMICAL & RELATED MANUFACTURING,GENERAL BUSINESS,66,"$29,861"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,DATA PROCESSING & COMPUTER SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,69,"$29,844"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,GAS & ELECTRIC UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,456,"$29,756"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,LANDSCAPING & EXCAVATION SERVICES,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,42,"$29,646"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,"AUTO DEALERS, NEW & USED",AUTOMOTIVE,TRANSPORTATION,68,"$29,492"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,MAJOR (MULTINATIONAL) OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,162,"$29,454"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,FOOD WHOLESALERS,FOOD PROCESSING & SALES,AGRICULTURE,26,"$29,400"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,SECURITY SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,132,"$29,369"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,FEDERAL EMPLOYEE UNIONS,PUBLIC SECTOR UNIONS,LABOR,13,"$29,258"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,PAGING & CELLULAR PHONES AND SERVICES,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,55,"$29,175"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,OIL & GAS,OIL & GAS,ENERGY & NATURAL RESOURCES,104,"$28,756"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,COMPUTER MANUFACTURE & SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,138,"$28,734"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,RECREATION & ENTERTAINMENT,RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,153,"$28,732"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,SECURITY SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,102,"$28,681"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,ARCHITECTURAL SERVICES,CONSTRUCTION SERVICES,CONSTRUCTION,296,"$28,626"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,"PROFESSIONAL SPORTS, ARENAS & RELATED EQUIPMENT AND SERVICES",RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,28,"$28,566"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,RECORDED MUSIC & MUSIC PRODUCTION,RECORDED MUSIC PRODUCTION,COMMUNICATIONS & ELECTRONICS,59,"$28,266"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,INDUSTRIAL & COMMERCIAL EQUIPMENT AND MATERIALS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,92,"$28,247"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,MORTGAGE BANKERS & BROKERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",34,"$28,225"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,FARM MACHINERY & EQUIPMENT,AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,22,"$28,083"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,SEA FREIGHT & PASSENGER SERVICES,SEA TRANSPORT,TRANSPORTATION,18,"$28,067"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,US POSTAL SERVICE UNIONS & ASSOCIATIONS,PUBLIC SECTOR UNIONS,LABOR,6,"$28,000"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,TAXICABS,MISCELLANEOUS TRANSPORT,TRANSPORTATION,139,"$27,897"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,SECURITY BROKERS & INVESTMENT COMPANIES,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",16,"$27,700"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,DEFENSE ELECTRONIC CONTRACTORS,DEFENSE ELECTRONICS,DEFENSE,257,"$27,552"
